X0 dyn,X0 lin,X0 diff,X1 dyn,X1 lin,X1 diff,X2 dyn,X2 lin,X2 diff,X3 dyn,X3 lin,X3 diff,X4 dyn,X4 lin,X4 diff,X5 dyn,X5 lin,X5 diff,X6 dyn,X6 lin,X6 diff,X7 dyn,X7 lin,X7 diff,X8 dyn,X8 lin,X8 diff,X9 dyn,X9 lin,X9 diff,X10 dyn,X10 lin,X10 diff,X11 dyn,X11 lin,X11 diff,X12 dyn,X12 lin,X12 diff,X13 dyn,X13 lin,X13 diff,X14 dyn,X14 lin,X14 diff,X15 dyn,X15 lin,X15 diff,
-0.571628,-0.572243,-0.000615478,-0.43446,-0.433234,0.00122556,0.521673,0.521764,9.06587e-05,-2.31714,-2.3275,-0.010365,0.180207,0.190238,0.0100312,0.249297,0.278917,0.0296203,-0.286036,-0.287349,-0.00131285,-0.0044413,0.0962267,0.100668,0.0620578,1.09563,1.03357,0.0132662,0.670983,0.657717,0.0460514,-1.64795,-1.694,-0.0289821,4.41304,4.44202,0.00725596,15.4939,15.4867,0.00197951,-0.294807,-0.296787,0.462519,0.462569,4.99487e-05,-0.000218665,-0.000247454,-2.87884e-05,
-0.571808,-0.572423,-0.000615537,-0.431987,-0.433425,-0.00143793,0.522202,0.522408,0.000205517,-2.3153,-2.32016,-0.00486016,0.179054,0.188771,0.00971717,0.249593,0.279287,0.0296941,-0.285959,-0.2861,-0.000141084,-0.00444523,0.0958016,0.100247,0.0619189,1.09739,1.03547,0.0131443,0.669949,0.656804,0.046165,-1.6498,-1.69597,-0.0287832,4.41011,4.4389,0.00738978,15.5018,15.4944,0.00191629,-0.285371,-0.287287,0.463098,0.463147,4.87864e-05,-0.000189498,-0.000218665,-2.91679e-05,
-0.571987,-0.572491,-0.000504017,-0.42952,-0.42828,0.00123999,0.522727,0.522938,0.00021106,-2.31345,-2.31831,-0.00486231,0.177909,0.187836,0.0099269,0.249894,0.280283,0.0303888,-0.285884,-0.286343,-0.000458986,-0.0044494,0.0954511,0.0999005,0.0617798,1.09866,1.03688,0.013023,0.668802,0.655779,0.0462778,-1.65105,-1.69733,-0.0285922,4.40707,4.43566,0.00752293,15.5085,15.501,0.0018564,-0.276172,-0.278028,0.463679,0.463727,4.76539e-05,-0.000159884,-0.000189498,-2.96137e-05,
-0.572167,-0.572795,-0.000627518,-0.427058,-0.425811,0.00124681,0.523246,0.523463,0.000216603,-2.3116,-2.31646,-0.00486422,0.176771,0.186793,0.0100216,0.250201,0.279883,0.0296826,-0.285811,-0.286267,-0.000456512,-0.00445323,0.0950741,0.0995273,0.0616404,1.10112,1.03948,0.0129028,0.667712,0.654809,0.04639,-1.65316,-1.69955,-0.0284068,4.40403,4.43244,0.00765471,15.5139,15.5062,0.00179891,-0.26712,-0.268918,0.464263,0.464309,4.6581e-05,-0.000129803,-0.000159884,-3.00809e-05,
-0.572348,-0.571737,0.000610769,-0.424602,-0.426009,-0.00140724,0.523761,0.523983,0.000222087,-2.30974,-2.31461,-0.00486588,0.175641,0.18737,0.0117295,0.250512,0.280275,0.029763,-0.28574,-0.286195,-0.000454873,-0.00445638,0.0947501,0.0992065,0.0615007,1.10254,1.04104,0.0127841,0.666602,0.653818,0.0465015,-1.65461,-1.70112,-0.0282257,4.40065,4.42888,0.00778483,15.5171,15.5093,0.00174321,-0.25814,-0.259884,0.464848,0.464893,4.55081e-05,-9.92473e-05,-0.000129803,-3.05558e-05,
-0.572528,-0.573118,-0.000589728,-0.422151,-0.421264,0.000887185,0.524271,0.524499,0.000227451,-2.30788,-2.31275,-0.00486803,0.174518,0.184524,0.0100061,0.250829,0.284333,0.0335034,-0.285672,-0.285768,-9.58145e-05,-0.00445868,0.0943795,0.0988382,0.0613605,1.10443,1.04307,0.012667,0.665575,0.652908,0.0466126,-1.65693,-1.70354,-0.0280481,4.39695,4.425,0.00791326,15.5194,15.5115,0.00168895,-0.248996,-0.250685,0.465434,0.465479,4.44651e-05,-6.82112e-05,-9.92473e-05,-3.1036e-05,
-0.572708,-0.573323,-0.000614703,-0.419706,-0.421971,-0.00226545,0.524777,0.525009,0.000232756,-2.30601,-2.31088,-0.00486994,0.173402,0.185114,0.0117128,0.251151,0.281564,0.0304123,-0.285606,-0.286907,-0.00130093,-0.00446053,0.0940538,0.0985143,0.0612235,1.10628,1.04506,0.012551,0.66446,0.651909,0.0467207,-1.65919,-1.70591,-0.0278738,4.3934,4.42127,0.00803828,15.5209,15.5129,0.00163596,-0.239921,-0.241557,0.466023,0.466066,4.34518e-05,-3.66935e-05,-6.82113e-05,-3.15178e-05,
-0.572888,-0.573524,-0.000635922,-0.417265,-0.416436,0.000829577,0.525277,0.525515,0.000238001,-2.30415,-2.30902,-0.00487041,0.172292,0.182313,0.0100209,0.251477,0.281192,0.0297149,-0.285542,-0.285632,-9.08375e-05,-0.00446152,0.0937376,0.0981991,0.0611275,1.10836,1.04724,0.0124379,0.663502,0.651064,0.0467963,-1.66131,-1.70811,-0.0277107,4.38959,4.4173,0.00810795,15.5217,15.5136,0.00158744,-0.23089,-0.232478,0.466613,0.466656,4.26471e-05,-4.7065e-06,-3.66935e-05,-3.1987e-05,
-0.573069,-0.573697,-0.000628471,-0.414827,-0.416288,-0.00146016,0.525774,0.526017,0.000243187,-2.30227,-2.31214,-0.00986886,0.171189,0.18078,0.00959142,0.251804,0.282247,0.0304427,-0.285479,-0.285925,-0.000445455,-0.00446416,0.0934641,0.0979282,0.0610535,1.11027,1.04921,0.0123252,0.662561,0.650235,0.0468519,-1.66384,-1.71069,-0.0275579,4.38591,4.41347,0.00813105,15.5212,15.5131,0.00154176,-0.221933,-0.223475,0.467205,0.467247,4.21405e-05,2.76764e-05,-4.7065e-06,-3.23829e-05,
-0.573249,-0.573865,-0.000615418,-0.412392,-0.414541,-0.00214875,0.526266,0.534042,0.0077765,-2.3004,-2.30527,-0.00486374,0.170092,0.180065,0.00997329,0.252131,0.282183,0.0300521,-0.285419,-0.285862,-0.000443608,-0.00446726,0.0932219,0.0976892,0.0609903,1.11233,1.05134,0.0122132,0.661636,0.649423,0.0468975,-1.66654,-1.71343,-0.0274124,4.38221,4.40962,0.00813156,15.5203,15.5122,0.00149849,-0.213237,-0.214736,0.467797,0.467839,4.17531e-05,6.04026e-05,2.76764e-05,-3.27262e-05,
-0.57343,-0.574045,-0.000615478,-0.40996,-0.411507,-0.00154737,0.526753,0.526901,0.000147581,-2.29853,-2.30897,-0.0104456,0.169,0.178439,0.00943895,0.252458,0.282779,0.0303214,-0.28536,-0.285802,-0.000441819,-0.00447009,0.0928949,0.0973649,0.0609341,1.11485,1.05392,0.0121021,0.660734,0.648632,0.0469365,-1.66902,-1.71596,-0.0272729,4.37838,4.40566,0.00811753,15.5182,15.5101,0.00145758,-0.204586,-0.206044,0.468391,0.468433,4.15444e-05,9.34438e-05,6.04026e-05,-3.30411e-05,
-0.57361,-0.574119,-0.000508666,-0.407529,-0.406616,0.000912756,0.527236,0.527495,0.000258505,-2.29665,-2.30152,-0.00486755,0.167914,0.17734,0.00942554,0.252784,0.283501,0.0307175,-0.285302,-0.285385,-8.22842e-05,-0.00447239,0.092698,0.0971704,0.0608827,1.1169,1.05602,0.0119921,0.659655,0.647663,0.0469709,-1.67228,-1.71925,-0.0271385,4.37453,4.40167,0.00809344,15.5158,15.5077,0.00141892,-0.196169,-0.197588,0.468986,0.469027,4.13954e-05,0.000126782,9.34437e-05,-3.33385e-05,
-0.573791,-0.574415,-0.000623465,-0.4051,-0.406531,-0.00143042,0.527715,0.529412,0.00169694,-2.29477,-2.29963,-0.0048604,0.166833,0.176788,0.00995442,0.253109,0.283457,0.0303488,-0.285247,-0.285683,-0.000436395,-0.00447404,0.0924885,0.0969625,0.0608348,1.11888,1.05805,0.0118831,0.658721,0.646837,0.0470019,-1.67445,-1.72145,-0.0270089,4.37057,4.39758,0.00806178,15.5127,15.5046,0.00138244,-0.18792,-0.189302,0.469582,0.469623,4.12762e-05,0.000160405,0.000126782,-3.36231e-05,
-0.573972,-0.574587,-0.000614524,-0.402674,-0.404797,-0.00212336,0.52819,0.529894,0.00170475,-2.2929,-2.29776,-0.00486493,0.165757,0.175266,0.00950891,0.253432,0.283454,0.030022,-0.285192,-0.285271,-7.85887e-05,-0.00447492,0.0922661,0.096741,0.0607896,1.12131,1.06053,0.0117752,0.657786,0.646011,0.0470302,-1.67728,-1.72431,-0.0268838,4.36623,4.39312,0.00802434,15.5087,15.5007,0.00134809,-0.179798,-0.181146,0.470178,0.470219,4.11868e-05,0.000194304,0.000160405,-3.38984e-05,
-0.574153,-0.574767,-0.000614643,-0.400249,-0.402366,-0.00211748,0.52866,0.528829,0.000169098,-2.29102,-2.32524,-0.0342221,0.164687,0.174503,0.00981618,0.253754,0.284083,0.0303288,-0.285139,-0.285575,-0.000435621,-0.00447498,0.0920635,0.0965385,0.0607464,1.12348,1.06273,0.0116682,0.656785,0.645117,0.0470564,-1.68006,-1.72712,-0.0267631,4.36212,4.38889,0.0079824,15.5042,15.4962,0.00131581,-0.17188,-0.173196,0.470775,0.470817,4.11868e-05,0.000228471,0.000194304,-3.41667e-05,
-0.574334,-0.574845,-0.00051111,-0.397825,-0.399235,-0.00141025,0.529126,0.539173,0.0100478,-2.28913,-2.29399,-0.00485611,0.163621,0.173055,0.00943461,0.254074,0.284527,0.0304531,-0.285087,-0.285522,-0.000434309,-0.00447418,0.0919015,0.0963757,0.0607047,1.12531,1.0646,0.0115623,0.655782,0.64422,0.0470809,-1.68248,-1.72956,-0.0266464,4.35798,4.38463,0.00793685,15.4988,15.4909,0.00128556,-0.164096,-0.165382,0.471374,0.471415,4.1157e-05,0.0002629,0.000228471,-3.44295e-05,
-0.574514,-0.575026,-0.000511765,-0.395406,-0.396807,-0.0014005,0.529586,0.52987,0.000284493,-2.28725,-2.29211,-0.00485802,0.162555,0.172115,0.00955978,0.25438,0.284899,0.0305193,-0.285038,-0.28547,-0.000432074,-0.00450433,0.0917286,0.096233,0.0600036,1.12775,1.06775,0.0111789,0.654694,0.643516,0.0477751,-1.68511,-1.73289,-0.0272017,4.35365,4.38086,0.00566377,15.4931,15.4874,0.00109163,-0.15654,-0.157632,0.471972,0.472014,4.19617e-05,0.00029726,0.0002629,-3.43602e-05,
-0.574697,-0.569525,0.00517184,-0.393055,-0.392385,0.000669777,0.530022,0.531774,0.0017522,-2.28532,-2.29585,-0.0105364,0.161463,0.178929,0.0174658,0.254583,0.302836,0.0482523,-0.284995,-0.286121,-0.00112671,-0.00451459,0.179848,0.184363,0.0582054,1.4277,1.3695,0.0106568,0.825147,0.81449,0.0489232,-2.42551,-2.47443,-0.0275323,7.14566,7.17319,0.00483665,23.4726,23.4678,0.00109296,-0.676216,-0.677309,0.472578,0.472613,3.49879e-05,0.000329393,0.00029726,-3.21328e-05,
-0.574879,-0.575412,-0.000533104,-0.390747,-0.392026,-0.00127843,0.530445,0.530771,0.00032568,-2.28335,-2.2883,-0.00494599,0.160366,0.168527,0.00816144,0.254791,0.288504,0.0337134,-0.284952,-0.285375,-0.000422418,-0.0044919,0.0880184,0.0925103,0.0575476,0.444284,0.386736,0.0104508,0.292028,0.281578,0.0494521,-0.701552,-0.751005,-0.0274375,3.8429,3.87034,0.0053384,16.1706,16.1652,0.00101696,-0.284031,-0.285048,0.473194,0.473219,2.55704e-05,0.000362075,0.000329392,-3.26828e-05,
-0.57506,-0.575676,-0.000615954,-0.38846,-0.389132,-0.000672847,0.530861,0.532636,0.00177467,-2.28137,-2.28633,-0.00495982,0.159274,0.16806,0.00878598,0.255012,0.287958,0.0329462,-0.284914,-0.287448,-0.00253382,-0.00447573,0.0907331,0.0952088,0.0571501,0.447504,0.390354,0.0102925,0.29355,0.283257,0.0497914,-0.717006,-0.766797,-0.0272688,3.9227,3.94997,0.00561726,16.3405,16.3349,0.000915377,-0.279604,-0.280519,0.473813,0.473837,2.39909e-05,0.000395991,0.000362075,-3.39167e-05,
-0.57524,-0.575833,-0.000592589,-0.386186,-0.390862,-0.00467584,0.531272,0.531611,0.000339627,-2.27937,-2.28433,-0.00496292,0.158189,0.169351,0.0111613,0.255244,0.288896,0.0336523,-0.28488,-0.285295,-0.000414848,-0.00446238,0.106764,0.111226,0.056837,0.408099,0.351262,0.0101539,0.273518,0.263364,0.0500547,-0.694804,-0.744859,-0.0270835,4.19972,4.22681,0.0058463,17.0554,17.0495,0.000814212,-0.454675,-0.45549,0.474432,0.474456,2.36332e-05,0.000430703,0.000395991,-3.47118e-05,
-0.57542,-0.575933,-0.000513077,-0.383923,-0.38536,-0.00143647,0.531677,0.533743,0.00206649,-2.27737,-2.28234,-0.00497556,0.157112,0.167072,0.00995989,0.255484,0.288357,0.032873,-0.284849,-0.285262,-0.000412196,-0.00444929,0.114631,0.11908,0.0565798,0.446198,0.389618,0.0100312,0.295658,0.285626,0.0502677,-0.752931,-0.803198,-0.0268891,4.39562,4.42251,0.00605814,17.5661,17.5601,0.000716641,-0.413878,-0.414594,0.475053,0.475077,2.3663e-05,0.00046609,0.000430702,-3.53879e-05,
-0.5756,-0.576218,-0.000618279,-0.38167,-0.386315,-0.00464511,0.532077,0.533874,0.00179631,-2.27535,-2.28033,-0.0049746,0.156043,0.167496,0.011453,0.255733,0.29007,0.0343374,-0.284823,-0.288052,-0.00322881,-0.00443633,0.11555,0.119987,0.0563648,0.464084,0.407719,0.00992098,0.304257,0.294336,0.0504427,-0.783315,-0.833757,-0.0266914,4.43995,4.46664,0.00625918,17.655,17.6488,0.000623755,-0.401266,-0.401889,0.475674,0.475698,2.39015e-05,0.00050211,0.00046609,-3.60202e-05,
-0.575779,-0.576398,-0.000618994,-0.379424,-0.380049,-0.000624478,0.532474,0.534247,0.00177294,-2.27334,-2.28399,-0.0106544,0.154982,0.164447,0.00946578,0.255989,0.293764,0.0377753,-0.2848,-0.285204,-0.000403911,-0.00442335,0.116466,0.120889,0.0561828,0.482136,0.425954,0.00982058,0.31291,0.30309,0.0505877,-0.812858,-0.863445,-0.0264911,4.48083,4.50732,0.00645154,17.7332,17.7268,0.000534589,-0.389112,-0.389646,0.476296,0.47632,2.43783e-05,0.000538753,0.000502111,-3.66418e-05,
-0.575957,-0.575141,0.000815749,-0.377186,-0.378368,-0.00118187,0.532866,0.534674,0.00180835,-2.27131,-2.28197,-0.0106587,0.153928,0.163071,0.00914255,0.256253,0.29364,0.0373872,-0.28478,-0.285181,-0.000400543,-0.00440974,0.109974,0.114384,0.0560272,0.50514,0.449113,0.0097287,0.321772,0.312044,0.050709,-0.852056,-0.902765,-0.0262886,4.45034,4.47663,0.0066372,17.7958,17.7891,0.000448764,-0.341577,-0.342026,0.476918,0.476943,2.50041e-05,0.000576001,0.000538754,-3.72478e-05,
-0.576135,-0.576756,-0.000620663,-0.374953,-0.375675,-0.000722051,0.533255,0.535069,0.00181401,-2.26928,-2.28126,-0.0119731,0.152883,0.162119,0.0092355,0.256524,0.289322,0.0327981,-0.284764,-0.285162,-0.000397325,-0.0043937,0.105863,0.110256,0.0558935,0.526911,0.471018,0.0096463,0.330914,0.321267,0.0508106,-0.88881,-0.939621,-0.0260862,4.44086,4.46694,0.00682521,17.8508,17.844,0.000369458,-0.307872,-0.308241,0.47754,0.477565,2.56598e-05,0.000613978,0.000576003,-3.79752e-05,
-0.576312,-0.572296,0.00401676,-0.372733,-0.373328,-0.000594586,0.533638,0.536565,0.00292647,-2.26724,-2.27239,-0.00514674,0.151844,0.161455,0.00961109,0.256795,0.294784,0.0379895,-0.284754,-0.285179,-0.000425339,-0.00437684,0.105966,0.110342,0.055215,0.549529,0.494314,0.00940125,0.341361,0.33196,0.0514106,-0.925299,-0.976709,-0.0259139,4.47455,4.50046,0.00666265,17.9206,17.9139,0.000132123,-0.28843,-0.288562,0.478163,0.478188,2.47359e-05,0.000652261,0.000613979,-3.8282e-05,
-0.576488,-0.577111,-0.000623405,-0.370535,-0.371662,-0.00112721,0.534016,0.535817,0.00180131,-2.26519,-2.2759,-0.0107114,0.150817,0.160738,0.00992055,0.257079,0.291371,0.0342922,-0.284749,-0.285134,-0.000385612,-0.00432741,0.100877,0.105205,0.0550977,0.369251,0.314153,0.0093905,0.243237,0.233846,0.0514616,-0.675315,-0.726776,-0.0256488,4.35832,4.38397,0.0071289,18.0769,18.0697,0.000102104,-0.405395,-0.405497,0.47879,0.478813,2.3216e-05,0.000691321,0.000652262,-3.90589e-05,
-0.576663,-0.577287,-0.000624478,-0.368334,-0.369021,-0.000686586,0.534392,0.534671,0.000279188,-2.26314,-2.26814,-0.00500393,0.149795,0.159267,0.00947264,0.257352,0.295893,0.0385416,-0.284746,-0.28513,-0.000383884,-0.00432634,0.115708,0.120034,0.0551783,0.343814,0.288635,0.00935575,0.236303,0.226948,0.051276,-0.622202,-0.673478,-0.0255861,4.47065,4.49624,0.00657391,18.2569,18.2504,6.00068e-05,-0.385513,-0.385573,0.47941,0.47944,2.95341e-05,0.000730561,0.000691322,-3.92384e-05,
-0.576837,-0.577461,-0.000623167,-0.36613,-0.36682,-0.000689298,0.534767,0.535049,0.000281751,-2.26109,-2.2718,-0.0107093,0.148776,0.158637,0.00986117,0.257611,0.294455,0.0368434,-0.284744,-0.284411,0.000332892,-0.00432709,0.101202,0.105529,0.0552638,0.369442,0.314178,0.0093158,0.24574,0.236424,0.0511338,-0.660132,-0.711266,-0.0254613,4.34069,4.36616,0.006352,17.5841,17.5777,1.5264e-05,-0.147658,-0.147674,0.480029,0.480061,3.23951e-05,0.000769673,0.000730562,-3.91112e-05,
-0.577012,-0.577537,-0.000524521,-0.363924,-0.365044,-0.00112084,0.535141,0.537962,0.00282085,-2.25905,-2.26404,-0.00498676,0.147762,0.159191,0.0114282,0.257865,0.295262,0.037398,-0.284745,-0.285124,-0.000379771,-0.00432184,0.115341,0.119663,0.055332,0.421611,0.366279,0.00927673,0.275182,0.265906,0.0510216,-0.731806,-0.782828,-0.0253181,4.47212,4.49744,0.0062343,17.9571,17.9508,-2.72595e-05,-0.311994,-0.311967,0.480646,0.480681,3.44515e-05,0.000808815,0.000769674,-3.91402e-05,
-0.577187,-0.577812,-0.000625551,-0.361714,-0.365667,-0.00395286,0.535513,0.537232,0.00171918,-2.25701,-2.26199,-0.00497961,0.146755,0.156334,0.00957917,0.258114,0.291633,0.0335184,-0.284746,-0.284408,0.000337988,-0.00431455,0.126409,0.130724,0.0553842,0.458222,0.402837,0.00923533,0.294705,0.28547,0.0509295,-0.783487,-0.834416,-0.025177,4.61491,4.64009,0.00616844,17.9322,17.9261,-6.56332e-05,-0.361152,-0.361087,0.481263,0.481299,3.63588e-05,0.000848097,0.000808816,-3.92813e-05,
-0.577361,-0.577985,-0.000624478,-0.359503,-0.360687,-0.00118351,0.535883,0.536106,0.000222564,-2.25498,-2.2694,-0.0144157,0.145752,0.157086,0.0113334,0.258362,0.291961,0.0335992,-0.28475,-0.285127,-0.00037688,-0.00430689,0.144314,0.148621,0.0554247,0.502831,0.447407,0.00919112,0.3202,0.311009,0.0508503,-0.845288,-0.896138,-0.0250451,4.82706,4.8521,0.00612974,17.8499,17.8437,-9.88294e-05,-0.448668,-0.448569,0.481878,0.481916,3.82364e-05,0.000887607,0.000848099,-3.95079e-05,
-0.577535,-0.578173,-0.000637949,-0.35729,-0.361813,-0.0045222,0.536251,0.539163,0.00291193,-2.25295,-2.25792,-0.00496769,0.144755,0.156004,0.0112486,0.258608,0.296129,0.0375217,-0.284754,-0.287553,-0.00279903,-0.0042976,0.14396,0.148258,0.0554598,0.529341,0.473881,0.00914618,0.332484,0.323338,0.0507769,-0.886868,-0.937645,-0.0249092,4.85355,4.87846,0.00609418,17.8957,17.8897,-0.000131926,-0.429888,-0.429756,0.482492,0.482533,4.01139e-05,0.000927397,0.000887608,-3.97886e-05,
-0.577708,-0.578341,-0.000632823,-0.355076,-0.356307,-0.0012309,0.536618,0.53701,0.00039196,-2.25093,-2.25589,-0.00496221,0.143763,0.155105,0.0113416,0.258852,0.296857,0.0380043,-0.28476,-0.284415,0.000345111,-0.00428734,0.141746,0.146033,0.0554921,0.570313,0.514821,0.00910197,0.351911,0.342809,0.0507046,-0.950694,-1.0014,-0.0247949,4.87083,4.89562,0.00605504,17.9188,17.9127,-0.000157791,-0.364138,-0.36398,0.483106,0.483148,4.19915e-05,0.000967476,0.000927399,-4.0077e-05,
-0.577881,-0.578508,-0.000626564,-0.35286,-0.353965,-0.00110537,0.536984,0.539793,0.00280941,-2.2489,-2.26385,-0.0149472,0.142779,0.152218,0.00943966,0.259101,0.293588,0.0344876,-0.284767,-0.286797,-0.00202972,-0.00425742,0.142082,0.146339,0.055648,0.641711,0.586063,0.00910551,0.385903,0.376797,0.0505647,-1.05806,-1.10863,-0.0245082,4.93075,4.95525,0.00642204,17.8707,17.8642,-0.000208339,-0.349149,-0.348941,0.483719,0.483762,4.31836e-05,0.00100829,0.000967477,-4.08106e-05,
-0.578053,-0.578584,-0.000531733,-0.350638,-0.351218,-0.000579953,0.537349,0.539211,0.00186163,-2.24688,-2.25759,-0.010709,0.141803,0.152818,0.0110149,0.25936,0.296746,0.0373856,-0.284776,-0.287674,-0.00289795,-0.00424015,0.141003,0.145243,0.055692,0.700876,0.645184,0.0090652,0.413822,0.404757,0.0505134,-1.14742,-1.19793,-0.024364,4.96464,4.98901,0.00647205,17.8361,17.8297,-0.000237962,-0.309749,-0.309512,0.484331,0.484375,4.45247e-05,0.00105009,0.00100828,-4.18045e-05,
-0.578224,-0.577395,0.000829041,-0.348415,-0.348995,-0.000579894,0.537712,0.538108,0.000395298,-2.24487,-2.24981,-0.00494409,0.140833,0.15209,0.0112562,0.259621,0.297003,0.0373818,-0.284786,-0.286848,-0.00206205,-0.00422473,0.142071,0.146295,0.0557106,0.751495,0.695784,0.0090197,0.436953,0.427934,0.0504622,-1.22387,-1.27433,-0.0242442,5.0122,5.03645,0.00648283,17.8103,17.8038,-0.000259255,-0.326397,-0.326138,0.484942,0.484989,4.64618e-05,0.00109213,0.00105008,-4.2043e-05,
-0.578394,-0.579022,-0.000628233,-0.346189,-0.347342,-0.00115246,0.538075,0.539944,0.00186902,-2.24285,-2.24779,-0.00493765,0.13987,0.150363,0.0104934,0.259886,0.296929,0.0370434,-0.284797,-0.285166,-0.000369102,-0.00418756,0.14627,0.150458,0.0559307,0.843475,0.787545,0.00904666,0.479726,0.47068,0.0502502,-1.35872,-1.40897,-0.0239017,5.11254,5.13644,0.00696852,17.6621,17.6551,-0.00031797,-0.412992,-0.412674,0.485553,0.485601,4.77433e-05,0.00113474,0.00109212,-4.26217e-05,
-0.578563,-0.579099,-0.00053674,-0.343955,-0.344543,-0.000587761,0.538438,0.538834,0.000396788,-2.24085,-2.24559,-0.00474596,0.138916,0.149741,0.010825,0.26016,0.297398,0.0372385,-0.284809,-0.285209,-0.000399321,-0.00419121,0.151989,0.15618,0.0558518,0.905072,0.84922,0.00894752,0.506724,0.497776,0.0502989,-1.44615,-1.49645,-0.024031,5.20546,5.22949,0.00643144,17.5642,17.5577,-0.000279728,-0.549821,-0.549541,0.486163,0.486212,4.98593e-05,0.0011787,0.00113474,-4.39637e-05,
-0.578731,-0.579362,-0.000630438,-0.34172,-0.342819,-0.00109857,0.538798,0.540647,0.00184828,-2.23884,-2.24879,-0.00994754,0.137965,0.149216,0.0112514,0.260432,0.292749,0.0323169,-0.284822,-0.285188,-0.000366479,-0.00414946,0.150426,0.154576,0.0561376,0.943106,0.886969,0.00899125,0.523304,0.514313,0.0500397,-1.50459,-1.55463,-0.0236974,5.2101,5.2338,0.00688212,17.5423,17.5354,-0.000322077,-0.520475,-0.520153,0.486772,0.486823,5.1111e-05,0.00122248,0.0011787,-4.37845e-05,
-0.578899,-0.578065,0.000833511,-0.339478,-0.340071,-0.000592858,0.539159,0.539467,0.000307739,-2.23685,-2.24175,-0.00490618,0.137019,0.149225,0.0122053,0.260705,0.298063,0.0373578,-0.284834,-0.287302,-0.00246844,-0.00414432,0.148442,0.152586,0.0562377,0.980295,0.924057,0.00894976,0.53957,0.53062,0.0499053,-1.56244,-1.61235,-0.0236728,5.2055,5.22917,0.00673417,17.5018,17.4951,-0.000295512,-0.485311,-0.485015,0.487379,0.487433,5.3674e-05,0.00126684,0.00122248,-4.43578e-05,
-0.579067,-0.579619,-0.000552356,-0.337231,-0.338332,-0.00110084,0.539518,0.541387,0.00186914,-2.23486,-2.24557,-0.0107086,0.136074,0.147033,0.0109595,0.260972,0.29731,0.0363387,-0.284845,-0.287738,-0.00289369,-0.00414743,0.163772,0.16792,0.0563373,1.05569,0.999352,0.00890081,0.580647,0.571746,0.0497599,-1.67186,-1.72162,-0.0237001,5.3152,5.3389,0.00654544,17.0081,17.0015,-0.000247444,-0.482774,-0.482527,0.487985,0.488041,5.6088e-05,0.00131106,0.00126683,-4.42293e-05,
-0.579234,-0.578398,0.000836611,-0.33498,-0.336081,-0.00110033,0.539875,0.541642,0.00176781,-2.23287,-2.27102,-0.038151,0.135126,0.147422,0.0122956,0.261229,0.294413,0.0331845,-0.284853,-0.285223,-0.000369906,-0.0041526,0.172023,0.176175,0.0564527,1.10435,1.04789,0.00884941,0.603193,0.594343,0.0495953,-1.73748,-1.78708,-0.0237278,5.44595,5.46967,0.00629795,17.0071,17.0008,-0.000220227,-0.536165,-0.535945,0.488589,0.488647,5.85616e-05,0.00135506,0.00131106,-4.39993e-05,
-0.579403,-0.580041,-0.000637889,-0.332697,-0.329997,0.00270042,0.540237,0.540637,0.00039959,-2.23092,-2.23578,-0.0048573,0.13418,0.146525,0.0123453,0.261541,0.291877,0.0303361,-0.284845,-0.287331,-0.00248602,-0.00420405,0.189312,0.193516,0.0579973,1.35579,1.2978,0.00911353,0.725942,0.716828,0.0484058,-2.0838,-2.1322,-0.0237151,5.5594,5.58311,0.00847132,15.8467,15.8383,0.000310255,-0.694228,-0.694539,0.4892,0.489252,5.28693e-05,0.00139875,0.00135505,-4.36967e-05,
-0.579572,-0.580188,-0.000615954,-0.330374,-0.330446,-7.11977e-05,0.540603,0.540998,0.000395477,-2.22899,-2.21334,0.0156531,0.133246,0.155065,0.0218197,0.261868,0.267776,0.00590843,-0.284839,-0.290607,-0.00576836,-0.00415228,0.10621,0.110363,0.0582971,0.941905,0.883608,0.00909692,0.262426,0.253329,0.0481908,-1.68066,-1.72885,-0.023144,10.3528,10.3759,0.00802024,3.71055,3.70253,4.90027e-05,-2.63164,-2.63169,0.489806,0.489864,5.79953e-05,0.00144141,0.00139874,-4.26642e-05,
-0.579739,-0.578833,0.000905514,-0.328047,-0.326078,0.00196877,0.540968,0.544284,0.00331599,-2.22707,-2.23799,-0.010915,0.132307,0.152976,0.0206693,0.262099,0.304879,0.0427801,-0.284837,-0.292227,-0.00739029,-0.00420829,0.344268,0.348477,0.0581984,2.98957,2.93137,0.00897115,1.47435,1.46538,0.047293,-4.77106,-4.81835,-0.0254038,9.95249,9.97789,-0.00285927,21.9043,21.9072,0.000226228,-3.55624,-3.55646,0.490401,0.490471,6.97672e-05,0.00148352,0.0014414,-4.21207e-05,
-0.579912,-0.58054,-0.000627577,-0.32574,-0.324684,0.00105581,0.541319,0.543192,0.00187212,-2.22519,-2.23917,-0.0139811,0.131287,0.144266,0.0129793,0.261923,0.290628,0.0287041,-0.284835,-0.289142,-0.00430697,-0.00427509,0.177354,0.181629,0.0577539,2.41651,2.35876,0.00869254,1.19748,1.18879,0.0471436,-3.75378,-3.80093,-0.0253541,6.25256,6.27792,-0.00371169,14.5935,14.5972,5.80985e-05,-1.2185,-1.21856,0.49097,0.491067,9.72748e-05,0.00151369,0.00148351,-3.01783e-05,
